cmpdname,mw,polararea,heavycnt,hbonddonor,hbondacc,rotbonds,isosmiles,exactmass,monoisotopicmass,xlogp
Pralatrexate,477.5,207,35,5,11,10,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,477.176,477.176,-0.9
Docetaxel,807.9,224,58,5,14,13,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,807.347,807.347,1.6
Cci-779,1030.3,242,73,4,16,11,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,1029.6,1029.6,5.6
Atazanavir,704.9,171,51,5,9,18,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,704.39,704.39,5.6
"Palonosetron, (3aR)-",296.4,23.6,22,0,2,1,C1C[C@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,296.189,296.189,2.8
Histidyllysine,283.33,147,20,5,6,9,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N,283.164,283.164,-3.7
Pterosin N,234.29,57.5,17,2,3,2,CC1=CC2=C(C(=C1CCO)C)C(=O)C(C2)(C)O,234.126,234.126,1.6
Thiiranebutanenitrile,127.21,49.1,8,0,2,3,C1C(S1)CCCC#N,127.046,127.046,1.1
Levofloxacin,361.4,73.3,26,1,8,2,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.144,361.144,-0.4
CID 150310,414.5,82.2,30,0,6,2,C[C@]12CCC(=O)C=C1C[C@H](C3[C@]24C(O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,414.204,414.204,1.4
Ezetimibe,409.4,60.8,30,2,5,6,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,409.149,409.149,4
Ertapenem,475.5,182,33,5,9,7,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,475.141,475.141,-1.5
Imidazole-4-acetaldehyde,110.11,45.8,8,1,2,2,C1=C(NC=N1)CC=O,110.048,110.048,-0.5
Phe-arg,321.37,157,23,5,5,9,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N,321.18,321.18,-3.7
Arginylphenylalanine,321.37,157,23,5,5,9,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CCCN=C(N)N)N,321.18,321.18,-3.7
Arginylproline,271.32,148,19,4,5,6,C1C[C@H](N(C1)C(=O)[C@H](CCCN=C(N)N)N)C(=O)O,271.164,271.164,-4.3
N-Palmitoylglycine,313.5,66.4,22,2,3,16,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,313.262,313.262,6.5
CID 151068,1093.3,412,77,16,18,23,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]3C[C@H](CN3C(=O)C(NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O,1092.64,1092.64,0.3
1-Methylcyclopropene,54.09,0,4,0,0,0,CC1=CC1,54.047,54.047,1
Serylmethionine,236.29,138,15,4,6,7,CSCC[C@@H](C(=O)O)NC(=O)[C@H](CO)N,236.083,236.083,-3.2
Phenylalanylglutamate,294.3,130,21,4,6,8,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,294.122,294.122,-3
Lumiracoxib,293.72,49.3,20,2,4,4,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,293.062,293.062,4.2
Conivaptan,498.6,78.1,38,2,3,4,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,498.206,498.206,5.7
o-Phosphohomoserine,199.1,130,12,4,7,5,C(COP(=O)(O)O)[C@@H](C(=O)O)N,199.025,199.025,-5.5
Lysylphenylalanine,293.36,118,21,4,5,9,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CCCCN)N,293.174,293.174,-2.7
Lysyl-serine,233.27,139,16,5,6,8,C(CCN)C[C@@H](C(=O)N[C@@H](CO)C(=O)O)N,233.138,233.138,-4.5
4'-Epidoxorubicin,543.5,206,39,6,12,5,C[C@H]1[C@@H]([C@H](C[C@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.174,543.174,1.3
Arg-arg,330.39,221,23,7,6,11,C(C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N)CN=C(N)N,330.213,330.213,-6.5
Histidylphenylalanine,302.33,121,22,4,5,7,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC2=CN=CN2)N,302.138,302.138,-2.7
Histidylproline,252.27,112,18,3,5,4,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)N)C(=O)O,252.122,252.122,-2.9
Moxifloxacin,401.4,82.1,29,2,8,4,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,401.175,401.175,0.6
21R-Argatroban,508.6,189,35,5,8,9,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,508.247,508.247,1.3
3-Hydroxy-2-methylvaleric acid,132.16,57.5,9,2,3,3,CCC(C(C)C(=O)O)O,132.079,132.079,0.6
Transderm scop (TN),303.35,62.3,22,1,5,5,CN1[C@@H]2CC(C[C@H]1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,303.147,303.147,0.9
Tribenuron-methyl,395.4,149,27,1,9,6,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,395.09,395.09,1.2
Amicarbazone,241.29,91,17,2,4,2,CC(C)C1=NN(C(=O)N1N)C(=O)NC(C)(C)C,241.154,241.154,1
Etoxazole,359.4,30.8,26,0,5,5,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,359.17,359.17,5.4
Atractylenolide III,248.32,46.5,18,1,3,0,CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C,248.141,248.141,2.1
CID 156252,384.4,101,27,1,8,5,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)OC(=O)CCC(=O)O)C,384.178,384.178,2.5
"2-Butyl-4-methyl-1,3-dioxolane",144.21,18.5,10,0,2,3,CCCCC1OCC(O1)C,144.115,144.115,2.1
4-Oxononanal,156.22,34.1,11,0,2,7,CCCCCC(=O)CCC=O,156.115,156.115,1.2
Naproxen,230.26,46.5,17,1,3,3,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.094,230.094,3.3
Cinacalcet,357.4,12,26,1,4,6,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,357.17,357.17,6.1
Lactitol,344.31,201,23,9,11,8,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,344.132,344.132,-5.2
Lubiprostone,390.5,83.8,27,2,7,11,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,390.222,390.222,4
Methyl aminolevulinate,145.16,69.4,10,1,4,5,COC(=O)CCC(=O)CN,145.074,145.074,-1
tert-Butylphenyl diphenyl phosphate,382.4,44.8,27,0,4,7,CC(C)(C)C1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,382.133,382.133,6.6
Olmesartan,446.5,130,33,3,7,8,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,446.207,446.207,3.2
D-Camphor,152.23,17.1,11,0,1,0,C[C@@]12CC[C@@H](C1(C)C)CC2=O,152.12,152.12,2.2
Telbivudine,242.23,99.1,17,3,5,2,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,242.09,242.09,-1.2
Einecs 215-689-5,260.5,0,5,0,4,0,[Cl-].[Cl-].[Cl-].[Cl-].[Sn+4],261.775,259.778,NULL
2-Oxohexanoic acid,130.139,54.4,9,1,3,4,CCCCC(=O)C(=O)O,130.063,130.063,1
Miltirone,282.4,34.1,21,0,2,1,CC(C)C1=CC2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O,282.162,282.162,4.9
2-Diphenylmethylpiperidine,251.4,12,19,1,1,3,C1CCNC(C1)C(C2=CC=CC=C2)C3=CC=CC=C3,251.167,251.167,4.1
4-Hydroxybenzyl isothiocyanate,165.21,64.7,11,1,3,2,C1=CC(=CC=C1CN=C=S)O,165.025,165.025,2.8
Cedrelanol,222.37,20.2,16,1,1,1,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C,222.198,222.198,3.3
Butylscopolamine,360.5,59.1,26,1,4,8,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,360.217,360.217,2.6
Leucodopachrome,195.17,89.8,14,4,5,1,C1[C@H](NC2=CC(=C(C=C21)O)O)C(=O)O,195.053,195.053,0.9
2-Hydroxy-6-tridecylbenzoic acid,320.5,57.5,23,2,3,13,CCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,320.235,320.235,8.4
Pinusolide,346.5,52.6,25,0,4,5,C[C@]12CCC[C@]([C@@H]1CCC(=C)[C@@H]2CCC3=CCOC3=O)(C)C(=O)OC,346.214,346.214,4.5
Madecassoside,975.1,335,68,13,20,10,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,974.509,974.509,-1.2
"1,4-Dioxaspiro[4.5]decane-2-methanol, 9-methyl-6-(1-methylethyl)-",228.33,38.7,16,1,3,2,CC1CCC(C2(C1)OCC(O2)CO)C(C)C,228.173,228.173,2.5
Norpseudoephedrine,151.21,46.2,11,2,2,2,C[C@H]([C@@H](C1=CC=CC=C1)O)N,151.1,151.1,0.8
Bioresmethrin,338.4,39.4,25,0,3,7,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,338.188,338.188,6.1
9-Decenal,154.25,17.1,11,0,1,8,C=CCCCCCCCC=O,154.136,154.136,3.3
Gingerdione,292.4,63.6,21,1,4,10,CCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC,292.167,292.167,2.6
Tixocortol,378.5,75.6,26,3,5,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CS)O)C)O,378.186,378.186,2
Asenapine,285.8,12.5,20,0,2,0,CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,285.092,285.092,3.8
Plicamycin,1085.1,358,76,11,24,15,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,1084.47,1084.47,0.6
Betonicine,159.18,60.4,11,1,3,0,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C,159.09,159.09,0.1
Tanshinone IIA,294.3,47.3,22,0,3,0,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.126,294.126,4.3
5-Hydroxykynurenamine,180.2,89.3,13,3,4,3,C1=CC(=C(C=C1O)C(=O)CCN)N,180.09,180.09,0.1
Tartrazine,534.4,229,34,0,12,3,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],533.95,533.95,NULL
Isooctyl acrylate,184.27,26.3,13,0,2,8,CC(C)CCCCCOC(=O)C=C,184.146,184.146,4.2
"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime",167.25,32.6,12,1,2,0,CC12CCCC(C1=NO)(CC2)C,167.131,167.131,2.5
Unii-PN2ZH5loqy,897.9,90.5,32,1,6,1,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)I)[O-])I)I)I)C(=O)[O-].O.[Na+].[Na+],897.63,897.63,NULL
Anidulafungin,1140.2,377,82,14,17,14,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,1139.51,1139.51,2.3
Anacardic acid,348.5,57.5,25,2,3,15,CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,348.266,348.266,9.5
7-Hydroxyoctanoic acid,160.21,57.5,11,2,3,6,CC(CCCCCC(=O)O)O,160.11,160.11,1.1
"3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoate",218.23,110,15,3,5,5,CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O,218.103,218.103,-0.4
Valyllysine,245.32,118,17,4,5,8,CC(C)[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N,245.174,245.174,-3.6
Val-trp,303.36,108,22,4,4,6,CC(C)[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)N,303.158,303.158,-1.2
Nordihydrocapsaicin,293.4,58.6,21,2,3,9,CC(C)CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,293.199,293.199,3.9
Endothal,186.16,83.8,13,2,5,2,C1C[C@H]2[C@@H]([C@@H]([C@@H]1O2)C(=O)O)C(=O)O,186.053,186.053,-0.5
Dihydroergocornine,563.7,118,41,3,6,4,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,563.311,563.311,2.7
beta-Boswellic acid,456.7,57.5,33,2,3,1,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)O)C)C)[C@@H]2[C@H]1C)C)C,456.36,456.36,8.3
"6,7-Dimethyl-8-ribityllumazine",326.31,155,23,5,7,5,CC1=C(N(C2=NC(=O)NC(=O)C2=N1)C[C@@H]([C@@H]([C@@H](CO)O)O)O)C,326.123,326.123,-2.7
2-Acetyl-2-thiazoline,129.18,54.7,8,0,3,1,CC(=O)C1=NCCS1,129.025,129.025,0.2
Isophorone diisocyanate,222.28,58.9,16,0,4,3,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C,222.137,222.137,4.5
1-Hexylallyl acetate,184.27,26.3,13,0,2,8,CCCCCCC(C=C)OC(=O)C,184.146,184.146,3.7
Aminopterin,440.4,219,32,6,12,9,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,440.156,440.156,-2
"2,6-Dimethyl-6-hepten-1-ol",142.24,20.2,10,1,1,5,CC(CCCC(=C)C)CO,142.136,142.136,3
Blasticidin S,422.4,213,30,6,7,9,CN(CC[C@@H](CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N,422.203,422.203,-5.2
Isopropyl aminoethylmethyl phosphonite,235.3,21.7,15,0,3,8,CCOP(C)OCCN(C(C)C)C(C)C,235.17,235.17,2
Varenicline,211.26,37.8,16,1,3,0,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,211.111,211.111,0.8
(-)-Isopulegol,154.25,20.2,11,1,1,1,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,154.136,154.136,3
1-Decen-3-ol,156.26,20.2,11,1,1,7,CCCCCCCC(C=C)O,156.151,156.151,3.6
N-Acetyl-N-formyl-5-methoxykynurenamine,264.28,84.5,19,2,4,6,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,264.111,264.111,0.6
Lysylproline,243.3,110,17,3,5,6,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N)C(=O)O,243.158,243.158,-3.3
2-Acetoxy-1-ethoxypropane,146.18,35.5,10,0,3,5,CCOCC(C)OC(=O)C,146.094,146.094,0.8
5-O-Methylembelin,308.4,63.6,22,1,4,11,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,308.199,308.199,5.7
Biotin,244.31,104,16,3,4,5,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,244.088,244.088,0.3
Dtxcid701011807,222.32,26.3,16,0,2,3,CC(=C)C(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,222.162,222.162,4.3
Campesterol,400.7,20.2,29,1,1,5,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,400.371,400.371,8.8
Methylthiomethyl hexanoate,176.28,51.6,11,0,3,7,CCCCCC(=O)OCSC,176.087,176.087,2.8
Atropine,289.4,49.8,21,1,4,5,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,289.168,289.168,1.8
"2,3-Dihydroxypropyl 5-hydroxydodecanoate",290.4,87,20,3,5,14,CCCCCCCC(CCCC(=O)OCC(CO)O)O,290.209,290.209,2.4
Ropivacaine,274.4,32.299,20,1,2,4,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,274.205,274.205,2.9
Mesotrione,339.32,140,23,0,7,3,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],339.041,339.041,0.7
Erlotinib,393.4,74.7,29,1,7,11,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,393.169,393.169,3.3
Bifenazate,300.35,59.6,22,2,4,6,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,300.147,300.147,4.2
Graveolone,244.24,52.6,18,0,4,0,CC1(CC(=O)C2=C(O1)C=C3C(=C2)C=CC(=O)O3)C,244.074,244.074,2
Daucene,204.35,0,15,0,0,1,CC1=CCC2(CCC(=C2CC1)C(C)C)C,204.188,204.188,3.8
Hexythiazox,352.9,74.7,23,1,3,2,C[C@@H]1[C@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,352.101,352.101,4.5
Spirodiclofen,411.3,52.6,27,0,4,5,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,410.105,410.105,5.9
Eslicarbazepine acetate,296.32,72.6,22,1,3,2,CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,296.116,296.116,2
Dizocilpine,221.3,12,17,1,1,0,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,221.12,221.12,2.8
Cyhalofop-butyl,357.4,68.6,26,0,6,9,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,357.138,357.138,4.8
"2,4,5-Trimethyl-2,5-dihydro-1,3-thiazole",129.229,37.7,8,0,2,0,CC1C(=NC(S1)C)C,129.061,129.061,1.3
Esketamine,237.72,29.1,16,1,2,2,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,237.092,237.092,2.2
Aceglutamide,188.18,110,13,3,4,5,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,188.08,188.08,-1.4
(+)-Epicatechin,290.27,110,21,5,6,1,C1[C@@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,290.079,290.079,0.4
Pyraflufen-ethyl,413.2,62.6,26,0,8,8,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,412.02,412.02,4.8
"(2-Methyl[1,1'-biphenyl]-3-yl)methyl (1R,3R)-3-(2-chloro-3,3,3-trifluoroprop-1-en-1-yl)-2,2-dimethylcyclopropane-1-carboxylate",422.9,26.3,29,0,5,6,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)C=C(C(F)(F)F)Cl,422.126,422.126,6
5-Hexenyl isothiocyanate,141.24,44.4,9,0,2,5,C=CCCCCN=C=S,141.061,141.061,3.4
Aflatoxin B1,312.27,71.1,23,0,6,1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,312.063,312.063,1.6
"2-[3-formyl-5-(methoxycarbonyl)-2-methyl-3,4-dihydro-2H-pyran-4-yl]acetic acid",242.22,89.9,17,1,6,5,CC1C(C(C(=CO1)C(=O)OC)CC(=O)O)C=O,242.079,242.079,-0.4
Levocarnitine propionate,217.26,66.4,15,0,4,6,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,217.131,217.131,0.9
Histidylleucine,268.31,121,19,4,5,7,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CN=CN1)N,268.154,268.154,-2.2
Deflazacort,441.5,102,32,1,7,4,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,441.215,441.215,2
Phenylalanylserine,252.27,113,18,4,5,6,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CO)C(=O)O)N,252.111,252.111,-3.7
"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone",258.269,82.1,18,1,6,2,CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C,258.11,258.11,-0.6
Methylimidazole acetaldehyde,124.14,34.9,9,0,2,2,CN1C=C(N=C1)CC=O,124.064,124.064,-0.6
Carbocysteine,179.2,126,11,3,6,5,C([C@@H](C(=O)O)N)SCC(=O)O,179.025,179.025,-3.1
Lys-Gln,274.32,162,19,5,6,10,C(CCN)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,274.164,274.164,-4.6
Ibogaine,310.4,28.3,23,1,2,2,CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,310.205,310.205,3.9
"[14-hydroxy-3-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-16-yl] acetate",576.7,121,41,2,9,6,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O,576.33,576.33,2.4
Levopropoxyphene,339.5,29.5,25,0,3,9,CCC(=O)O[C@@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@@H](C)CN(C)C,339.22,339.22,4.2
(-)-Anabasine,162.23,24.9,12,1,2,1,C1CCN[C@@H](C1)C2=CN=CC=C2,162.116,162.116,1
5-Ethyl-4-methyloxazole,111.14,26,8,0,2,1,CCC1=C(N=CO1)C,111.068,111.068,1.6
Dronedarone,556.8,97.2,39,1,7,18,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,556.297,556.297,7.2
Ramelteon,259.339,38.3,19,1,2,4,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,259.157,259.157,2.7
Lapatinib,581.1,115,40,2,9,11,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,580.135,580.135,5.1
Pinoxaden,400.5,59.1,29,0,5,6,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,400.236,400.236,4.6
Aminopyralid,207.01,76.2,12,2,4,1,C1=C(C(=C(N=C1Cl)C(=O)O)Cl)N,205.965,205.965,1.6
Boscalid,343.2,42,23,1,2,3,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,342.033,342.033,4.9
Trifloxystrobin,408.4,69.5,29,0,9,8,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,408.13,408.13,4.9
Acetamiprid,222.67,52.3,15,0,3,3,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,222.067,222.067,1.4
Dabigatran etexilate mesylate,627.7,154,46,2,8,17,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N,627.317,627.317,5.7
"N,N-Diethyl-2-(4-methylbenzyloxy)ethylamine hydrochloride",257.8,12.5,17,1,2,7,CCN(CC)CCOCC1=CC=C(C=C1)C.Cl,257.155,257.155,NULL
Fenhexamid,302.2,49.3,19,2,2,2,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,301.064,301.064,4.4
Famoxadone,374.4,67.9,28,1,5,5,CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,374.127,374.127,5
